MajorID,FakeStudentID,major_abbr,pathway,Campus,College,MajorName,GPA
1,50,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",3.585
1,51,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.658823
1,52,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.824137
1,53,MATH  ,0,Seattle,College of Arts and Sciences,Mathematics                             ,2.761904
1,54,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,2.368181
1,55,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.742307
1,56,D HYG ,0,Seattle,School of Dentistry,Dental Hygiene                          ,3.4
1,57,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,2.553571
1,58,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,2.45
1,59,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",3.7
1,60,ECFS O,0,Seattle,College of Education,"Early Childhood & Family Studies, Online",3.25
1,61,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.393333
1,62,TCES  ,0,Tacoma,Institute of Technology,Computer Engineering and Systems        ,3.883333
1,63,NURS  ,0,Seattle,School of Nursing,Nursing                                 ,3.164705
1,64,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,3.728571
1,65,SOC   ,10,Seattle,College of Arts and Sciences,"Sociology: Law, Society & Social Policy ",3.148
1,66,SIS   ,0,Seattle,College of Arts and Sciences,International Studies                   ,2.817647
1,67,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.757142
1,68,B A   ,0,Seattle,Foster Business School,Business  Administration                ,3.128571
1,69,NEAR E,30,Seattle,College of Arts and Sciences,Near Eastern Studies: Culture & Civ     ,3.5
1,70,OCEAN ,0,Seattle,College of the Environment,Oceanography                            ,2.57
1,71,ENGL E,0,Seattle,College of Arts and Sciences,"English,Evening Degree Program          ",2.355555
1,72,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,3.65
1,73,LING  ,0,Seattle,College of Arts and Sciences,Linguistics                             ,3.623684
1,74,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.6375
1,75,B EE  ,0,Bothell,Science Technology Engineering and Mathematics,Electrical Engineering (Bothell)        ,3.798484
1,76,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.948936
1,77,CHEM E,0,Seattle,College of Engineering,Chemical Engineering                    ,3.068888
1,78,ACCTG ,0,Seattle,Foster Business School,Accounting                              ,3.427272
1,79,WOMEN ,0,Seattle,College of Arts and Sciences,Women Studies                           ,3.647222
1,79,PHIL  ,0,Seattle,College of Arts and Sciences,Philosophy                              ,3.647222
1,80,BIOL  ,5,Seattle,College of Arts and Sciences,Biology                                 ,2.9
1,81,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,3.133333
1,82,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.846666
1,83,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.753846
1,84,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.406896
1,85,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,2.794594
1,86,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,2.642105
1,87,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,3.4
1,88,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.67931
1,89,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,3.671428
1,90,LSJ   ,0,Seattle,College of Arts and Sciences,"Law, Societies, and Justice             ",3.073333
1,91,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,2.656521
1,92,TCSCI ,0,Tacoma,Institute of Technology,Computer Science and Systems            ,2.744444
1,93,CHID  ,0,Seattle,College of Arts and Sciences,Comparative History of Ideas            ,3.9
1,94,B A   ,0,Seattle,Foster Business School,Business  Administration                ,2.617647
1,95,ART   ,0,Seattle,College of Arts and Sciences,Interdisciplinary Visual Arts           ,3.673076
1,96,TIAS  ,0,Tacoma,Interdisciplinary Arts and Sciences,Interdisciplinary Arts & Sciences       ,2.685
1,97,CHEM  ,0,Seattle,College of Arts and Sciences,Chemistry                               ,3.1
1,98,ACCTG ,0,Seattle,Foster Business School,Accounting                              ,3.8
1,99,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.658333
1,100,ART   ,0,Seattle,College of Arts and Sciences,Interdisciplinary Visual Arts           ,3.721428
1,101,DRAMA ,0,Seattle,College of Arts and Sciences,Drama                                   ,2.867441
1,102,OCEAN ,0,Seattle,College of the Environment,Oceanography                            ,2.540909
1,103,B EE  ,0,Bothell,Science Technology Engineering and Mathematics,Electrical Engineering (Bothell)        ,3.105555
1,104,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,2.666666
1,105,CHID  ,0,Seattle,College of Arts and Sciences,Comparative History of Ideas            ,3.466666
1,106,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.203571
1,107,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,2.822222
1,108,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.114285
1,109,ECFS O,0,Seattle,College of Education,"Early Childhood & Family Studies, Online",2.125
1,110,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,2.680952
1,111,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,2.41
1,112,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,2.822222
1,113,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.262162
1,114,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.228571
1,115,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.4
1,116,ECON  ,0,Seattle,College of Arts and Sciences,Economics                               ,2.860975
1,117,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.5
1,118,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.861538
1,119,B BIO ,0,Bothell,Science Technology Engineering and Mathematics,Biology (Bothell Campus)                ,3.723529
1,120,NBIO  ,0,Seattle,College of Arts and Sciences,Neurobiology                            ,3.32923
1,121,CSS   ,0,Bothell,Science Technology Engineering and Mathematics,Computing & Software Systems            ,3.25
1,122,ECFS O,0,Seattle,College of Education,"Early Childhood & Family Studies, Online",2.882352
1,123,SIS   ,0,Seattle,College of Arts and Sciences,International Studies                   ,3.40303
1,124,ECON  ,0,Seattle,College of Arts and Sciences,Economics                               ,2.935483
1,125,GWSS  ,0,Seattle,College of Arts and Sciences,"Gender, Women, and Sexuality Studies    ",2.247058
1,126,C SCI ,0,Seattle,College of Engineering,Computer Science                        ,2.9
1,127,CSS   ,0,Bothell,Science Technology Engineering and Mathematics,Computing & Software Systems            ,3.3
1,128,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,2.244444
1,129,MATH  ,0,Seattle,College of Arts and Sciences,Mathematics                             ,2.830357
1,130,ENTRE ,0,Seattle,Foster Business School,Business Admin (Entrepreneurship)       ,4
1,131,ART   ,60,Seattle,College of Arts and Sciences,Art (Painting and Drawing)              ,3.628571
1,132,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,3.045238
1,133,B BUS ,0,Bothell,Business,Business Administration                 ,1.757142
1,134,CHEM  ,0,Seattle,College of Arts and Sciences,Chemistry                               ,2.847826
1,135,B A   ,0,Seattle,Foster Business School,Business  Administration                ,3.140476
1,136,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,3.325641
1,136,PHIL  ,0,Seattle,College of Arts and Sciences,Philosophy                              ,3.325641
1,137,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,3.280769
1,138,ANTH  ,0,Seattle,College of Arts and Sciences,Anthropology                            ,3.177272
1,139,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.5375
1,140,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.4
1,140,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.4
1,141,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,3.392307
1,142,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.658333
1,143,GWSS  ,0,Seattle,College of Arts and Sciences,"Gender, Women, and Sexuality Studies    ",3.346666
1,144,NURSX ,0,Seattle,School of Nursing,Nursing                                 ,3.5625
1,145,B A   ,0,Seattle,Foster Business School,Business  Administration                ,3.370588
1,146,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,2.348148
1,147,MICRO ,0,Seattle,School of Medicine,Microbiology                            ,3.331034
1,148,OCEAN ,0,Seattle,College of the Environment,Oceanography                            ,3.366666
1,149,ECFS O,0,Seattle,College of Education,"Early Childhood & Family Studies, Online",3.06
1,150,CL ST ,0,Seattle,College of Arts and Sciences,Classical Studies                       ,3.796153
1,151,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3
1,152,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,2.405882
1,153,ART   ,0,Seattle,College of Arts and Sciences,Interdisciplinary Visual Arts           ,2.888235
1,154,CHEM  ,0,Seattle,College of Arts and Sciences,Chemistry                               ,2.771428
1,155,NURS  ,0,Seattle,School of Nursing,Nursing                                 ,3.929411
1,156,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",3.4
1,157,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.19
1,158,GEOG  ,0,Seattle,College of Arts and Sciences,Geography                               ,2.568571
1,159,ECON  ,0,Seattle,College of Arts and Sciences,Economics                               ,2.922727
1,160,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.85
1,161,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.958536
1,162,LING  ,0,Seattle,College of Arts and Sciences,Linguistics                             ,3.084615
1,163,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.634782
1,164,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.481818
1,165,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.95
1,166,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,1
1,167,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.606666
1,168,TAM   ,0,Tacoma,Interdisciplinary Arts and Sciences,American Studies (Tacoma)               ,2.951612
1,169,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,2.660869
1,170,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,3.138461
1,171,COM   ,0,Seattle,College of Arts and Sciences,Communication                           ,2.716666
1,172,MS E  ,0,Seattle,College of Engineering,Materials Science & Engineering         ,2.602222
1,173,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",1.758333
1,174,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",3.877777
1,175,FRENCH,0,Seattle,College of Arts and Sciences,French                                  ,2.719047
1,175,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.719047
1,176,GEOG  ,0,Seattle,College of Arts and Sciences,Geography                               ,2.718181
1,177,B BUS ,10,Bothell,Business,Business Admin: Accounting (Bothell)    ,2.346153
1,178,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.042857
1,179,SIS   ,0,Seattle,College of Arts and Sciences,International Studies                   ,3.278947
1,180,SIS   ,0,Seattle,College of Arts and Sciences,International Studies                   ,3.405882
1,181,BIOCHM,0,Seattle,College of Arts and Sciences,Biochemistry                            ,2.828571
1,182,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.357575
1,183,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,2.488888
1,184,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.161111
1,185,ANTH  ,0,Seattle,College of Arts and Sciences,Anthropology                            ,2.975
1,186,SOC WF,0,Seattle,School of Social Work,Social Welfare                          ,2.66875
1,187,ESS   ,0,Seattle,College of the Environment,Earth and Space Sciences                ,2.415625
1,188,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",3.214285
1,189,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",3.085714
1,190,WOMEN ,0,Seattle,College of Arts and Sciences,Women Studies                           ,3.435
1,191,T FIN ,0,Tacoma,Milgard School of Business,Business Administration (Finance)       ,1.6
1,192,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.981481
1,193,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.61875
1,194,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,3.9
1,195,TCJUS ,0,Tacoma,Social Work,Criminal Justice (Tacoma Campus)        ,2.4
1,196,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.685
1,197,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,3.078571
1,198,TAMC  ,0,Tacoma,Interdisciplinary Arts and Sciences,"Arts, Media and Culture (Tacoma)        ",2.528
1,199,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,2.73
1,200,BIOL  ,15,Seattle,College of Arts and Sciences,Biology (General)                       ,3.283783
1,201,JAPAN ,0,Seattle,College of Arts and Sciences,Japanese                                ,3.57037
1,202,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.9
1,203,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,2.65
1,204,HIHIME,0,Seattle,School of Public Health,Health Informatics&Hlth Information Mgmt,2.016666
1,205,MUSIC ,0,Seattle,College of Arts and Sciences,Music                                   ,2.880645
1,206,TIAS  ,0,Tacoma,Interdisciplinary Arts and Sciences,Interdisciplinary Arts & Sciences       ,4
1,207,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,2.45
1,208,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",3.275
1,209,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,3.225
1,210,MEDXD ,0,Seattle,School of Medicine,Medxd (Medex Degree Program)            ,3.618181
1,211,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,3.04
1,212,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.133333
1,213,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,2.2
1,214,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,2.858974
1,215,ANTH  ,40,Seattle,College of Arts and Sciences,Anthropology: Human Evolutionary Biology,2.7
1,216,SCAN A,0,Seattle,College of Arts and Sciences,Scandinavian Area Studies               ,3.08913
1,216,SIS   ,0,Seattle,College of Arts and Sciences,International Studies                   ,3.08913
1,217,CSS   ,0,Bothell,Science Technology Engineering and Mathematics,Computing & Software Systems            ,2.414285
1,218,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",2.729032
1,219,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",3.157142
1,220,PHYS  ,0,Seattle,College of Arts and Sciences,Physics                                 ,2.222222
1,221,B MCS ,0,Bothell,Interdisciplinary Arts and Sciences,Media & Communication Studies (Bothell) ,4
1,222,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,2.288059
1,223,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,2.473913
1,224,ANTH  ,0,Seattle,College of Arts and Sciences,Anthropology                            ,2.852941
1,225,C SCI ,0,Seattle,College of Engineering,Computer Science                        ,3.533333
1,226,ART   ,0,Seattle,College of Arts and Sciences,Interdisciplinary Visual Arts           ,3.74
1,227,SPHSCX,0,Seattle,College of Arts and Sciences,Speech and Hearing Sciences             ,3.633333
1,228,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,2.5
1,229,TCSCI ,0,Tacoma,Institute of Technology,Computer Science and Systems            ,2.48
1,230,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",3.5
1,231,NURS  ,0,Seattle,School of Nursing,Nursing                                 ,3.6875
1,232,TIAS  ,0,Tacoma,Interdisciplinary Arts and Sciences,Interdisciplinary Arts & Sciences       ,2.69375
1,233,NURS  ,0,Seattle,School of Nursing,Nursing                                 ,3.313636
1,234,ART H ,0,Seattle,College of Arts and Sciences,Art History                             ,3.5
1,234,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,3.5
1,235,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.5
1,236,ACCTG ,0,Seattle,Foster Business School,Accounting                              ,2.727272
1,237,C LIT ,0,Seattle,College of Arts and Sciences,Comparative Literature                  ,3.546153
1,238,CLAS  ,0,Seattle,College of Arts and Sciences,Classics                                ,2.4125
1,239,AFS   ,0,Seattle,College of the Environment,Aquatic and Fishery Sciences            ,2.523529
1,240,BIOCHM,0,Seattle,College of Arts and Sciences,Biochemistry                            ,3.109302
1,241,CSSE  ,0,Bothell,Science Technology Engineering and Mathematics,Computer Science & Software Engineering ,2.166666
1,242,PSYCH ,0,Seattle,College of Arts and Sciences,Psychology                              ,3.159459
1,243,SOC   ,0,Seattle,College of Arts and Sciences,Sociology                               ,2.556521
1,244,MUSAP ,60,Seattle,College of Arts and Sciences,Applied Music (Orchestral Instruments)  ,3.358585
1,244,MUSIC ,0,Seattle,College of Arts and Sciences,Music                                   ,3.358585
1,245,T NURS,0,Tacoma,Nursing,Nursing (Tacoma Campus)                 ,3.37
1,246,B SEB ,0,Bothell,Interdisciplinary Arts and Sciences,"Society, Ethics, & Human Behavior (Bthl)",2.166666
1,247,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.4
1,248,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",1.542857
1,249,CMP E ,0,Seattle,College of Engineering,Computer Engineering                    ,3.092592
1,250,TCOMM ,0,Tacoma,Interdisciplinary Arts and Sciences,Communications - Tacoma                 ,3.65
1,251,CL ST ,0,Seattle,College of Arts and Sciences,Classical Studies                       ,3.4
1,252,M E   ,60,Seattle,College of Engineering,Mechanical Engineering: Mechatronics    ,3.713333
1,253,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",3.38
1,254,CIV E ,0,Seattle,College of Engineering,Civil Engineering                       ,3.613157
1,255,BIOL  ,40,Seattle,College of Arts and Sciences,Biology (Plant)                         ,2.508695
1,255,ART   ,0,Seattle,College of Arts and Sciences,Interdisciplinary Visual Arts           ,2.508695
1,256,HCDE  ,5,Seattle,College of Engineering,Human Ctr Des & Engr: Human-Computer Int,3.631818
1,257,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.86
1,258,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.7125
1,259,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,4
1,260,PHIL  ,0,Seattle,College of Arts and Sciences,Philosophy                              ,3.124
1,261,POL S ,0,Seattle,College of Arts and Sciences,Political Science                       ,2.438095
1,262,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.385714
1,263,ROM LI,0,Seattle,College of Arts and Sciences,Romance Linguistics                     ,3.091428
1,264,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",0.7
1,265,SOC   ,40,Seattle,College of Arts and Sciences,Sociology: Global and Social Change     ,2.767741
1,266,ECON  ,0,Seattle,College of Arts and Sciences,Economics                               ,3.566666
1,267,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.494444
1,268,SPHSC ,0,Seattle,College of Arts and Sciences,Speech and Hearing Sciences             ,2.82826
1,269,AES   ,0,Seattle,College of Arts and Sciences,American Ethnic Studies                 ,2.129411
1,270,INDIV ,0,Seattle,Undergraduate Academic Affairs,Individualized Studies                  ,2.854054
1,271,ENGL  ,20,Seattle,College of Arts and Sciences,English (Creative Writing)              ,3.591304
1,272,CHID  ,0,Seattle,College of Arts and Sciences,Comparative History of Ideas            ,2.325
1,273,ISS O ,0,Seattle,College of Arts and Sciences,"Integrated Social Sciences, Online      ",2.314285
1,274,ENTRE ,0,Seattle,Foster Business School,Business Admin (Entrepreneurship)       ,2.779166
1,275,MATH  ,0,Seattle,College of Arts and Sciences,Mathematics                             ,2.572972
1,276,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,2.644
1,277,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.533333
1,278,B BUS ,0,Bothell,Business,Business Administration                 ,3.4
1,279,CHEM  ,0,Seattle,College of Arts and Sciences,Chemistry                               ,2.509523
1,280,DESIGN,25,Seattle,College of Arts and Sciences,Design: Industrial Design               ,3.263414
1,281,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,2.185714
1,282,SOCS E,0,Seattle,College of Arts and Sciences,"Social Sciences, Evening Degree Program ",2.430769
1,283,TIAS  ,0,Tacoma,Interdisciplinary Arts and Sciences,Interdisciplinary Arts & Sciences       ,1.5
1,284,ENGL  ,0,Seattle,College of Arts and Sciences,English                                 ,3.642857
1,285,TPSYCH,0,Tacoma,Interdisciplinary Arts and Sciences,Psychology (Tacoma)                     ,3.7
1,286,BIOCHM,0,Seattle,College of Arts and Sciences,Biochemistry                            ,3.5
1,287,SCAN A,0,Seattle,College of Arts and Sciences,Scandinavian Area Studies               ,3.74
1,288,B IA  ,0,Bothell,Interdisciplinary Arts and Sciences,Interdisciplinary Arts (Bothell)        ,2.473913
1,289,NURS  ,0,Seattle,School of Nursing,Nursing                                 ,2.72
1,290,SPAN  ,0,Seattle,College of Arts and Sciences,Spanish                                 ,3.654545
1,290,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,3.654545
1,291,SPAN  ,0,Seattle,College of Arts and Sciences,Spanish                                 ,3.030769
1,292,TEST  ,0,Tacoma,Interdisciplinary Arts and Sciences,Environmental Studies (Tacoma)          ,1.5875
1,293,GEOG  ,0,Seattle,College of Arts and Sciences,Geography                               ,2.525
1,294,ECFS O,0,Seattle,College of Education,"Early Childhood & Family Studies, Online",2.557142
1,295,HUM E ,0,Seattle,College of Arts and Sciences,"Humanities, Evening Degree Program      ",2.484615
1,296,PHYS  ,0,Seattle,College of Arts and Sciences,Physics                                 ,2.545
1,296,ASTR  ,0,Seattle,College of Arts and Sciences,Astronomy                               ,2.545
1,297,HIST  ,0,Seattle,College of Arts and Sciences,History                                 ,3.027272
1,298,MLS   ,0,Seattle,School of Medicine,Medical Laboratory Science              ,3.4
1,299,B NURS,0,Bothell,Nursing and Health Studies,Nursing (Bothell Campus)                ,3.7
1,300,FINANC,0,Seattle,Foster Business School,Business Administration (Finance)       ,2.15
1,301,DRAMA ,0,Seattle,College of Arts and Sciences,Drama                                   ,3.165625
1,302,SISA  ,0,Seattle,College of Arts and Sciences,International Studies (Asia)            ,3.280769
