Code,Name,URL,Status
DESIGN,Interaction Design,http://www.washington.edu/students/gencat/academic/art.html,competitive
ART,Interdisciplinary Visual Arts,http://www.washington.edu/students/gencat/academic/art.html,minimum
SIS,International Studies,http://www.washington.edu/students/gencat/academic/sis.html,competitive
ITAL,Italian,http://www.washington.edu/students/gencat/academic/roman.html,open
JAPAN,Japanese,http://www.washington.edu/students/gencat/academic/asian_lang_lit.html,minimum
MUSIC,Jazz Studies,http://www.washington.edu/students/gencat/academic/music.html,competitive
SISJE,Jewish Studies,http://www.washington.edu/students/gencat/academic/sis.html#JEWISHUG,open
KOREAN,Korean,http://www.washington.edu/students/gencat/academic/asian_lang_lit.html,minimum
LATIN,Latin,http://www.washington.edu/students/gencat/academic/clas.html,open
SISLA,Latin American and Caribbean Studies,http://www.washington.edu/students/gencat/academic/sis.html,open
LSJ,"Law, Societies, and Justice",http://www.washington.edu/students/gencat/academic/lsj.html,competitive
LING,Linguistics,http://www.washington.edu/students/gencat/academic/ling.html,minimum
MATH,Mathematics,http://www.washington.edu/students/gencat/academic/math.html,competitive
MICRO,Microbiology,http://www.washington.edu/students/gencat/academic/microm.html,minimum
MUSIC,Music,http://www.washington.edu/students/gencat/academic/music.html,competitive
MUSAP,Music Education,http://www.washington.edu/students/gencat/academic/music.html,competitive
NEAR E,Near Eastern Languages and Civilization,http://www.washington.edu/students/gencat/academic/neare.html,open
NBIO,Neurobiology,http://www.washington.edu/students/gencat/academic/nbio.html,competitive
NORW,Norwegian,http://www.washington.edu/students/gencat/academic/scand.html,open
MUSAP,Orchestral Instruments,http://www.washington.edu/students/gencat/academic/music.html,competitive
MUSIC,Organ (Music),http://www.washington.edu/students/gencat/academic/music.html,competitive
ART,Painting and Drawing,http://www.washington.edu/students/gencat/academic/art.html,minimum
MUSIC,Percussion,http://www.washington.edu/students/gencat/academic/music.html,competitive
PHIL,Philosophy,http://www.washington.edu/students/gencat/academic/phil.html,minimum
ART,Photomedia,http://www.washington.edu/students/gencat/academic/art.html,competitive
PHYS,Physics,http://www.washington.edu/students/gencat/academic/phys.html,open
MUSIC,Piano,http://www.washington.edu/students/gencat/academic/music.html,competitive
POL S,Political Science,http://www.washington.edu/students/gencat/academic/pols.html,minimum
PSYCH,Psychology,http://www.washington.edu/students/gencat/academic/psych.html,competitive
SCAND,Scandinavian Studies,http://www.washington.edu/students/gencat/academic/scand.html,open
SLAVIC,Slavic Languages and Literatures,http://www.washington.edu/students/gencat/academic/slavic.html,open
SOCS_E,Social Science (Evening Degree),http://www.washington.edu/students/gencat/academic/socsci.html,minimum
SOC,Sociology,http://www.washington.edu/students/gencat/academic/soc.html,minimum
?,South Asian Languages and Literature (Hindi and Sanskrit),http://www.washington.edu/students/gencat/academic/asian_lang_lit.html,minimum
SPAN,Spanish,http://www.washington.edu/students/gencat/academic/roman.html,minimum
SPHSC,Speech and Hearing Sciences,http://www.washington.edu/students/gencat/academic/sphsc.html,competitive
STAT,Statistics,http://www.washington.edu/students/gencat/academic/stat.html,competitive
SWED,Swedish,http://www.washington.edu/students/gencat/academic/scand.html,open
ART,Three Dimensional Forum,http://www.washington.edu/students/gencat/academic/art.html,minimum
ART,Visual Communication Design,http://www.washington.edu/students/gencat/academic/art.html,competitive
MUSIC,Voice (Music),http://www.washington.edu/students/gencat/academic/music.html,competitive
ARCH,Architectural Design,http://www.washington.edu/students/gencat/academic/arch.html,competitive
ARCH,Architecture,http://www.washington.edu/students/gencat/academic/arch.html,competitive
URBDP,"Community, Environment, and Planning",http://www.washington.edu/students/gencat/academic/urbdp.html,competitive
CM,Construction Management,http://www.washington.edu/students/gencat/academic/cm.html,competitive
L ARCH,Landscape Architecture,http://www.washington.edu/students/gencat/academic/larch.html,competitive
ECFS,Early Childhood and Family Studies,http://www.washington.edu/students/gencat/academic/college_education.html#UNDER,competitive
?,"Education, Communities, and Organizations",http://www.washington.edu/students/gencat/academic/college_education.html,minimum
A A,Aeronautics and Astronautics,http://www.washington.edu/students/gencat/academic/aa.html,competitive
BIOEN,Bioengineering,http://www.washington.edu/students/gencat/academic/bioen.html,competitive
CHEM E,Chemical Engineering,http://www.washington.edu/students/gencat/academic/cheme.html,competitive
CIV E,Civil and Environmental Engineering,http://www.washington.edu/students/gencat/academic/cive.html,competitive
CMP E,Computer Engineering,http://www.washington.edu/students/gencat/academic/cse.html,competitive
E E,Electrical Engineering,http://www.washington.edu/students/gencat/academic/ee.html,competitive
HCDE,Human Centered Design and Engineering,http://www.washington.edu/students/gencat/academic/hcde.html,competitive
IND E,Industrial Engineering,http://www.washington.edu/students/gencat/academic/inde.html,competitive
MS E,Materials Science and Engineering,http://www.washington.edu/students/gencat/academic/mse.html,competitive
M E,Mechanical Engineering,http://www.washington.edu/students/gencat/academic/me.html,competitive
AFS,Aquatic and Fishery Sciences,http://www.washington.edu/students/gencat/academic/fish.html,open
ATM S,Atmospheric Sciences,http://www.washington.edu/students/gencat/academic/atms.html,open
BSE,Bioresource Science and Engineering,http://www.washington.edu/students/gencat/academic/sefs.html,competitive
ESS,Earth and Space Sciences,http://www.washington.edu/students/gencat/academic/ess.html,open
ESRM,Environmental Science and Terrestrial Resource Management,http://www.washington.edu/students/gencat/academic/sefs.html,open
ENVIR,Environmental Studies,http://www.washington.edu/students/gencat/academic/envir.html,open
OCEAN,Oceanography,http://www.washington.edu/students/gencat/academic/ocean.html,open
INFO,Informatics,http://www.washington.edu/students/gencat/academic/school_information.html#UNDER,competitive
B A,Business Administration,http://www.washington.edu/students/gencat/academic/school_business.html#UNDER,competitive
MLS,Medical Laboratory Science,http://www.washington.edu/students/gencat/academic/school_medicine.html#MEDEX,competitive
NURS,Nursing,http://www.washington.edu/students/gencat/academic/school_nursing.html,competitive
ENV H,Environmental Health,http://www.washington.edu/students/gencat/academic/envh.html,competitive
HIHIME,Health Informatics and Health Information Management,http://www.washington.edu/students/gencat/academic/school_public_health.html,competitive
PH,Public Health,http://www.washington.edu/students/gencat/academic/school_public_health.html,competitive
SOC WF,Social Welfare,http://www.washington.edu/students/gencat/academic/school_social_work.html,competitive
